"","source","type","score","phase","gene_id","gene_type","gene_name","level","hgnc_id","havana_gene"
"ENSG00000008018","HAVANA","gene",NA,NA,"ENSG00000008018","protein_coding","PSMB1","2","HGNC:9537","OTTHUMG00000016087.3"
"ENSG00000008056","HAVANA","gene",NA,NA,"ENSG00000008056","protein_coding","SYN1","2","HGNC:11494","OTTHUMG00000021454.5"
"ENSG00000008083","HAVANA","gene",NA,NA,"ENSG00000008083","protein_coding","JARID2","2","HGNC:6196","OTTHUMG00000014293.2"
"ENSG00000008086","HAVANA","gene",NA,NA,"ENSG00000008086","protein_coding","CDKL5","2","HGNC:11411","OTTHUMG00000021214.12"
"ENSG00000008118","HAVANA","gene",NA,NA,"ENSG00000008118","protein_coding","CAMK1G","1","HGNC:14585","OTTHUMG00000036361.5"
"ENSG00000008128","HAVANA","gene",NA,NA,"ENSG00000008128","protein_coding","CDK11A","2","HGNC:1730","OTTHUMG00000000703.16"
"ENSG00000008130","HAVANA","gene",NA,NA,"ENSG00000008130","protein_coding","NADK","2","HGNC:29831","OTTHUMG00000000942.6"
"ENSG00000008226","HAVANA","gene",NA,NA,"ENSG00000008226","protein_coding","DLEC1","2","HGNC:2899","OTTHUMG00000131085.19"
"ENSG00000008256","HAVANA","gene",NA,NA,"ENSG00000008256","protein_coding","CYTH3","2","HGNC:9504","OTTHUMG00000023440.4"
"ENSG00000008277","HAVANA","gene",NA,NA,"ENSG00000008277","protein_coding","ADAM22","1","HGNC:201","OTTHUMG00000137417.10"
"ENSG00000008282","HAVANA","gene",NA,NA,"ENSG00000008282","protein_coding","SYPL1","1","HGNC:11507","OTTHUMG00000157587.2"
"ENSG00000008283","HAVANA","gene",NA,NA,"ENSG00000008283","protein_coding","CYB561","2","HGNC:2571","OTTHUMG00000179116.3"
"ENSG00000008294","HAVANA","gene",NA,NA,"ENSG00000008294","protein_coding","SPAG9","1","HGNC:14524","OTTHUMG00000162316.7"
"ENSG00000008300","HAVANA","gene",NA,NA,"ENSG00000008300","protein_coding","CELSR3","2","HGNC:3230","OTTHUMG00000133544.3"
"ENSG00000008311","HAVANA","gene",NA,NA,"ENSG00000008311","protein_coding","AASS","2","HGNC:17366","OTTHUMG00000157058.2"
"ENSG00000008323","HAVANA","gene",NA,NA,"ENSG00000008323","protein_coding","PLEKHG6","2","HGNC:25562","OTTHUMG00000168266.1"
"ENSG00000008324","HAVANA","gene",NA,NA,"ENSG00000008324","protein_coding","SS18L2","2","HGNC:15593","OTTHUMG00000131794.3"
"ENSG00000008382","HAVANA","gene",NA,NA,"ENSG00000008382","protein_coding","MPND","2","HGNC:25934","OTTHUMG00000181914.2"
"ENSG00000008394","HAVANA","gene",NA,NA,"ENSG00000008394","protein_coding","MGST1","1","HGNC:7061","OTTHUMG00000168816.5"
"ENSG00000008405","HAVANA","gene",NA,NA,"ENSG00000008405","protein_coding","CRY1","1","HGNC:2384","OTTHUMG00000170005.3"
"ENSG00000008438","HAVANA","gene",NA,NA,"ENSG00000008438","protein_coding","PGLYRP1","2","HGNC:8904","OTTHUMG00000182489.2"
"ENSG00000008441","HAVANA","gene",NA,NA,"ENSG00000008441","protein_coding","NFIX","1","HGNC:7788","OTTHUMG00000180726.4"
"ENSG00000008513","HAVANA","gene",NA,NA,"ENSG00000008513","protein_coding","ST3GAL1","2","HGNC:10862","OTTHUMG00000164534.6"
"ENSG00000008516","HAVANA","gene",NA,NA,"ENSG00000008516","protein_coding","MMP25","2","HGNC:14246","OTTHUMG00000177475.2"
"ENSG00000008517","HAVANA","gene",NA,NA,"ENSG00000008517","protein_coding","IL32","2","HGNC:16830","OTTHUMG00000167498.6"
"ENSG00000008710","HAVANA","gene",NA,NA,"ENSG00000008710","protein_coding","PKD1","1","HGNC:9008","OTTHUMG00000155795.6"
"ENSG00000008735","HAVANA","gene",NA,NA,"ENSG00000008735","protein_coding","MAPK8IP2","2","HGNC:6883","OTTHUMG00000150181.8"
"ENSG00000008838","HAVANA","gene",NA,NA,"ENSG00000008838","protein_coding","MED24","1","HGNC:22963","OTTHUMG00000133329.7"
"ENSG00000008853","HAVANA","gene",NA,NA,"ENSG00000008853","protein_coding","RHOBTB2","1","HGNC:18756","OTTHUMG00000097827.3"
"ENSG00000008869","HAVANA","gene",NA,NA,"ENSG00000008869","protein_coding","HEATR5B","1","HGNC:29273","OTTHUMG00000152158.2"
"ENSG00000008952","HAVANA","gene",NA,NA,"ENSG00000008952","protein_coding","SEC62","1","HGNC:11846","OTTHUMG00000158753.5"
"ENSG00000008988","HAVANA","gene",NA,NA,"ENSG00000008988","protein_coding","RPS20","1","HGNC:10405","OTTHUMG00000164297.1"
"ENSG00000009307","HAVANA","gene",NA,NA,"ENSG00000009307","protein_coding","CSDE1","1","HGNC:29905","OTTHUMG00000012060.6"
"ENSG00000009335","HAVANA","gene",NA,NA,"ENSG00000009335","protein_coding","UBE3C","2","HGNC:16803","OTTHUMG00000157239.2"
"ENSG00000009413","HAVANA","gene",NA,NA,"ENSG00000009413","protein_coding","REV3L","2","HGNC:9968","OTTHUMG00000016318.5"
"ENSG00000009694","HAVANA","gene",NA,NA,"ENSG00000009694","protein_coding","TENM1","2","HGNC:8117","OTTHUMG00000022721.1"
"ENSG00000009724","HAVANA","gene",NA,NA,"ENSG00000009724","protein_coding","MASP2","2","HGNC:6902","OTTHUMG00000002121.2"
"ENSG00000009765","HAVANA","gene",NA,NA,"ENSG00000009765","protein_coding","IYD","2","HGNC:21071","OTTHUMG00000016347.4"
"ENSG00000009780","HAVANA","gene",NA,NA,"ENSG00000009780","protein_coding","FAM76A","1","HGNC:28530","OTTHUMG00000003729.4"
"ENSG00000009790","HAVANA","gene",NA,NA,"ENSG00000009790","protein_coding","TRAF3IP3","1","HGNC:30766","OTTHUMG00000036480.8"
"ENSG00000009830","HAVANA","gene",NA,NA,"ENSG00000009830","protein_coding","POMT2","1","HGNC:19743","OTTHUMG00000171556.4"
"ENSG00000009844","HAVANA","gene",NA,NA,"ENSG00000009844","protein_coding","VTA1","2","HGNC:20954","OTTHUMG00000015707.4"
"ENSG00000009950","HAVANA","gene",NA,NA,"ENSG00000009950","protein_coding","MLXIPL","1","HGNC:12744","OTTHUMG00000129995.8"
"ENSG00000009954","HAVANA","gene",NA,NA,"ENSG00000009954","protein_coding","BAZ1B","2","HGNC:961","OTTHUMG00000023847.6"
"ENSG00000010017","HAVANA","gene",NA,NA,"ENSG00000010017","protein_coding","RANBP9","2","HGNC:13727","OTTHUMG00000015642.2"
"ENSG00000010030","HAVANA","gene",NA,NA,"ENSG00000010030","protein_coding","ETV7","2","HGNC:18160","OTTHUMG00000014594.3"
"ENSG00000010072","HAVANA","gene",NA,NA,"ENSG00000010072","protein_coding","SPRTN","2","HGNC:25356","OTTHUMG00000038022.3"
"ENSG00000010165","HAVANA","gene",NA,NA,"ENSG00000010165","protein_coding","EEF1AKNMT","2","HGNC:24248","OTTHUMG00000034912.7"
"ENSG00000010219","HAVANA","gene",NA,NA,"ENSG00000010219","protein_coding","DYRK4","2","HGNC:3095","OTTHUMG00000168204.5"
"ENSG00000010244","HAVANA","gene",NA,NA,"ENSG00000010244","protein_coding","ZNF207","1","HGNC:12998","OTTHUMG00000132810.4"
"ENSG00000010256","HAVANA","gene",NA,NA,"ENSG00000010256","protein_coding","UQCRC1","2","HGNC:12585","OTTHUMG00000133539.4"
"ENSG00000010270","HAVANA","gene",NA,NA,"ENSG00000010270","protein_coding","STARD3NL","2","HGNC:19169","OTTHUMG00000023659.11"
"ENSG00000010278","HAVANA","gene",NA,NA,"ENSG00000010278","protein_coding","CD9","1","HGNC:1709","OTTHUMG00000044400.14"
"ENSG00000010282","HAVANA","gene",NA,NA,"ENSG00000010282","protein_coding","HHATL","1","HGNC:13242","OTTHUMG00000133043.5"
"ENSG00000010292","HAVANA","gene",NA,NA,"ENSG00000010292","protein_coding","NCAPD2","1","HGNC:24305","OTTHUMG00000168513.3"
"ENSG00000010295","HAVANA","gene",NA,NA,"ENSG00000010295","protein_coding","IFFO1","2","HGNC:24970","OTTHUMG00000141264.3"
"ENSG00000010310","HAVANA","gene",NA,NA,"ENSG00000010310","protein_coding","GIPR","1","HGNC:4271","OTTHUMG00000182129.6"
"ENSG00000010318","HAVANA","gene",NA,NA,"ENSG00000010318","protein_coding","PHF7","1","HGNC:18458","OTTHUMG00000158495.3"
"ENSG00000010319","HAVANA","gene",NA,NA,"ENSG00000010319","protein_coding","SEMA3G","2","HGNC:30400","OTTHUMG00000158570.3"
"ENSG00000010322","HAVANA","gene",NA,NA,"ENSG00000010322","protein_coding","NISCH","2","HGNC:18006","OTTHUMG00000158571.3"
"ENSG00000010327","HAVANA","gene",NA,NA,"ENSG00000010327","protein_coding","STAB1","2","HGNC:18628","OTTHUMG00000158574.3"
"ENSG00000010361","HAVANA","gene",NA,NA,"ENSG00000010361","protein_coding","FUZ","1","HGNC:26219","OTTHUMG00000167281.4"
"ENSG00000010379","HAVANA","gene",NA,NA,"ENSG00000010379","protein_coding","SLC6A13","2","HGNC:11046","OTTHUMG00000168053.4"
"ENSG00000010404","HAVANA","gene",NA,NA,"ENSG00000010404","protein_coding","IDS","2","HGNC:5389","OTTHUMG00000022615.9"
"ENSG00000010438","HAVANA","gene",NA,NA,"ENSG00000010438","protein_coding","PRSS3","2","HGNC:9486","OTTHUMG00000019798.5"
"ENSG00000010539","HAVANA","gene",NA,NA,"ENSG00000010539","protein_coding","ZNF200","2","HGNC:12993","OTTHUMG00000129317.5"
"ENSG00000010610","HAVANA","gene",NA,NA,"ENSG00000010610","protein_coding","CD4","1","HGNC:1678","OTTHUMG00000168514.3"
"ENSG00000010626","HAVANA","gene",NA,NA,"ENSG00000010626","protein_coding","LRRC23","1","HGNC:19138","OTTHUMG00000156668.5"
"ENSG00000010671","HAVANA","gene",NA,NA,"ENSG00000010671","protein_coding","BTK","2","HGNC:1133","OTTHUMG00000022022.2"
"ENSG00000010704","HAVANA","gene",NA,NA,"ENSG00000010704","protein_coding","HFE","1","HGNC:4886","OTTHUMG00000016348.3"
"ENSG00000010803","HAVANA","gene",NA,NA,"ENSG00000010803","protein_coding","SCMH1","2","HGNC:19003","OTTHUMG00000005720.3"
"ENSG00000010810","HAVANA","gene",NA,NA,"ENSG00000010810","protein_coding","FYN","2","HGNC:4037","OTTHUMG00000016305.10"
"ENSG00000010818","HAVANA","gene",NA,NA,"ENSG00000010818","protein_coding","HIVEP2","2","HGNC:4921","OTTHUMG00000015713.3"
"ENSG00000010932","HAVANA","gene",NA,NA,"ENSG00000010932","protein_coding","FMO1","2","HGNC:3769","OTTHUMG00000035502.5"
"ENSG00000011007","HAVANA","gene",NA,NA,"ENSG00000011007","protein_coding","ELOA","2","HGNC:11620","OTTHUMG00000002957.3"
"ENSG00000011009","HAVANA","gene",NA,NA,"ENSG00000011009","protein_coding","LYPLA2","2","HGNC:6738","OTTHUMG00000002961.5"
"ENSG00000011021","HAVANA","gene",NA,NA,"ENSG00000011021","protein_coding","CLCN6","2","HGNC:2024","OTTHUMG00000002299.8"
"ENSG00000011028","HAVANA","gene",NA,NA,"ENSG00000011028","protein_coding","MRC2","2","HGNC:16875","OTTHUMG00000179178.3"
"ENSG00000011105","HAVANA","gene",NA,NA,"ENSG00000011105","protein_coding","TSPAN9","2","HGNC:21640","OTTHUMG00000150333.7"
"ENSG00000011114","HAVANA","gene",NA,NA,"ENSG00000011114","protein_coding","BTBD7","2","HGNC:18269","OTTHUMG00000171269.3"
"ENSG00000011132","HAVANA","gene",NA,NA,"ENSG00000011132","protein_coding","APBA3","2","HGNC:580","OTTHUMG00000180915.3"
"ENSG00000011143","HAVANA","gene",NA,NA,"ENSG00000011143","protein_coding","MKS1","1","HGNC:7121","OTTHUMG00000133714.8"
"ENSG00000011198","HAVANA","gene",NA,NA,"ENSG00000011198","protein_coding","ABHD5","1","HGNC:21396","OTTHUMG00000133039.10"
"ENSG00000011201","HAVANA","gene",NA,NA,"ENSG00000011201","protein_coding","ANOS1","2","HGNC:6211","OTTHUMG00000021107.2"
"ENSG00000011243","HAVANA","gene",NA,NA,"ENSG00000011243","protein_coding","AKAP8L","1","HGNC:29857","OTTHUMG00000182446.9"
"ENSG00000011258","HAVANA","gene",NA,NA,"ENSG00000011258","protein_coding","MBTD1","1","HGNC:19866","OTTHUMG00000150442.4"
"ENSG00000011260","HAVANA","gene",NA,NA,"ENSG00000011260","protein_coding","UTP18","2","HGNC:24274","OTTHUMG00000162370.5"
"ENSG00000011275","HAVANA","gene",NA,NA,"ENSG00000011275","protein_coding","RNF216","2","HGNC:21698","OTTHUMG00000155500.4"
"ENSG00000011295","HAVANA","gene",NA,NA,"ENSG00000011295","protein_coding","TTC19","1","HGNC:26006","OTTHUMG00000059306.11"
"ENSG00000011304","HAVANA","gene",NA,NA,"ENSG00000011304","protein_coding","PTBP1","2","HGNC:9583","OTTHUMG00000181789.13"
"ENSG00000011332","HAVANA","gene",NA,NA,"ENSG00000011332","protein_coding","DPF1","1","HGNC:20225","OTTHUMG00000157164.4"
"ENSG00000011347","HAVANA","gene",NA,NA,"ENSG00000011347","protein_coding","SYT7","1","HGNC:11514","OTTHUMG00000168199.3"
"ENSG00000011376","HAVANA","gene",NA,NA,"ENSG00000011376","protein_coding","LARS2","2","HGNC:17095","OTTHUMG00000133177.13"
"ENSG00000011405","HAVANA","gene",NA,NA,"ENSG00000011405","protein_coding","PIK3C2A","2","HGNC:8971","OTTHUMG00000166036.3"
"ENSG00000011422","HAVANA","gene",NA,NA,"ENSG00000011422","protein_coding","PLAUR","1","HGNC:9053","OTTHUMG00000182778.3"
"ENSG00000011426","HAVANA","gene",NA,NA,"ENSG00000011426","protein_coding","ANLN","1","HGNC:14082","OTTHUMG00000023143.8"
"ENSG00000011451","HAVANA","gene",NA,NA,"ENSG00000011451","protein_coding","WIZ","1","HGNC:30917","OTTHUMG00000182448.13"
"ENSG00000011454","HAVANA","gene",NA,NA,"ENSG00000011454","protein_coding","RABGAP1","1","HGNC:17155","OTTHUMG00000020633.6"
"ENSG00000011465","HAVANA","gene",NA,NA,"ENSG00000011465","protein_coding","DCN","1","HGNC:2705","OTTHUMG00000169998.7"
"ENSG00000011478","HAVANA","gene",NA,NA,"ENSG00000011478","protein_coding","QPCTL","2","HGNC:25952","OTTHUMG00000182131.2"
"ENSG00000011485","HAVANA","gene",NA,NA,"ENSG00000011485","protein_coding","PPP5C","1","HGNC:9322","OTTHUMG00000134287.6"
"ENSG00000011523","HAVANA","gene",NA,NA,"ENSG00000011523","protein_coding","CEP68","1","HGNC:29076","OTTHUMG00000129538.4"
"ENSG00000011566","HAVANA","gene",NA,NA,"ENSG00000011566","protein_coding","MAP4K3","2","HGNC:6865","OTTHUMG00000102127.5"
"ENSG00000011590","HAVANA","gene",NA,NA,"ENSG00000011590","protein_coding","ZBTB32","1","HGNC:16763","OTTHUMG00000048118.7"
"ENSG00000011600","HAVANA","gene",NA,NA,"ENSG00000011600","protein_coding","TYROBP","2","HGNC:12449","OTTHUMG00000181739.4"
"ENSG00000011638","HAVANA","gene",NA,NA,"ENSG00000011638","protein_coding","TMEM159","1","HGNC:30136","OTTHUMG00000131559.3"
"ENSG00000011677","HAVANA","gene",NA,NA,"ENSG00000011677","protein_coding","GABRA3","2","HGNC:4077","OTTHUMG00000024183.4"
"ENSG00000012048","HAVANA","gene",NA,NA,"ENSG00000012048","protein_coding","BRCA1","2","HGNC:1100","OTTHUMG00000157426.16"
"ENSG00000012061","HAVANA","gene",NA,NA,"ENSG00000012061","protein_coding","ERCC1","1","HGNC:3433","OTTHUMG00000182121.2"
"ENSG00000012124","HAVANA","gene",NA,NA,"ENSG00000012124","protein_coding","CD22","1","HGNC:1643","OTTHUMG00000183298.5"
"ENSG00000012171","HAVANA","gene",NA,NA,"ENSG00000012171","protein_coding","SEMA3B","2","HGNC:10724","OTTHUMG00000156970.6"
"ENSG00000012174","HAVANA","gene",NA,NA,"ENSG00000012174","protein_coding","MBTPS2","2","HGNC:15455","OTTHUMG00000021237.2"
"ENSG00000012211","HAVANA","gene",NA,NA,"ENSG00000012211","protein_coding","PRICKLE3","2","HGNC:6645","OTTHUMG00000024134.11"
"ENSG00000012223","HAVANA","gene",NA,NA,"ENSG00000012223","protein_coding","LTF","1","HGNC:6720","OTTHUMG00000156325.18"
"ENSG00000012232","HAVANA","gene",NA,NA,"ENSG00000012232","protein_coding","EXTL3","1","HGNC:3518","OTTHUMG00000102146.5"
"ENSG00000012504","HAVANA","gene",NA,NA,"ENSG00000012504","protein_coding","NR1H4","1","HGNC:7967","OTTHUMG00000170359.9"
"ENSG00000012660","HAVANA","gene",NA,NA,"ENSG00000012660","protein_coding","ELOVL5","2","HGNC:21308","OTTHUMG00000016249.2"
"ENSG00000012779","HAVANA","gene",NA,NA,"ENSG00000012779","protein_coding","ALOX5","2","HGNC:435","OTTHUMG00000018081.4"
"ENSG00000012822","HAVANA","gene",NA,NA,"ENSG00000012822","protein_coding","CALCOCO1","1","HGNC:29306","OTTHUMG00000170095.5"
"ENSG00000012963","HAVANA","gene",NA,NA,"ENSG00000012963","protein_coding","UBR7","2","HGNC:20344","OTTHUMG00000171268.3"
"ENSG00000012983","HAVANA","gene",NA,NA,"ENSG00000012983","protein_coding","MAP4K5","2","HGNC:6867","OTTHUMG00000170888.3"
"ENSG00000013016","HAVANA","gene",NA,NA,"ENSG00000013016","protein_coding","EHD3","2","HGNC:3244","OTTHUMG00000099365.2"
"ENSG00000013275","HAVANA","gene",NA,NA,"ENSG00000013275","protein_coding","PSMC4","2","HGNC:9551","OTTHUMG00000182577.3"
"ENSG00000013288","HAVANA","gene",NA,NA,"ENSG00000013288","protein_coding","MAN2B2","2","HGNC:29623","OTTHUMG00000160073.4"
"ENSG00000013293","HAVANA","gene",NA,NA,"ENSG00000013293","protein_coding","SLC7A14","1","HGNC:29326","OTTHUMG00000158941.3"
"ENSG00000013297","HAVANA","gene",NA,NA,"ENSG00000013297","protein_coding","CLDN11","1","HGNC:8514","OTTHUMG00000158940.4"
"ENSG00000013306","HAVANA","gene",NA,NA,"ENSG00000013306","protein_coding","SLC25A39","1","HGNC:24279","OTTHUMG00000132628.4"
"ENSG00000013364","HAVANA","gene",NA,NA,"ENSG00000013364","protein_coding","MVP","2","HGNC:7531","OTTHUMG00000048227.11"
"ENSG00000013374","HAVANA","gene",NA,NA,"ENSG00000013374","protein_coding","NUB1","2","HGNC:17623","OTTHUMG00000157365.5"
"ENSG00000013375","HAVANA","gene",NA,NA,"ENSG00000013375","protein_coding","PGM3","1","HGNC:8907","OTTHUMG00000015110.8"
"ENSG00000013392","HAVANA","gene",NA,NA,"ENSG00000013392","protein_coding","RWDD2A","2","HGNC:21385","OTTHUMG00000015109.3"
"ENSG00000013441","HAVANA","gene",NA,NA,"ENSG00000013441","protein_coding","CLK1","2","HGNC:2068","OTTHUMG00000132784.4"
"ENSG00000013503","HAVANA","gene",NA,NA,"ENSG00000013503","protein_coding","POLR3B","2","HGNC:30348","OTTHUMG00000170077.3"
"ENSG00000013523","HAVANA","gene",NA,NA,"ENSG00000013523","protein_coding","ANGEL1","1","HGNC:19961","OTTHUMG00000171494.9"
"ENSG00000013561","HAVANA","gene",NA,NA,"ENSG00000013561","protein_coding","RNF14","1","HGNC:10058","OTTHUMG00000129660.8"
"ENSG00000013563","HAVANA","gene",NA,NA,"ENSG00000013563","protein_coding","DNASE1L1","1","HGNC:2957","OTTHUMG00000033188.30"
"ENSG00000013573","HAVANA","gene",NA,NA,"ENSG00000013573","protein_coding","DDX11","2","HGNC:2736","OTTHUMG00000168435.7"
"ENSG00000013583","HAVANA","gene",NA,NA,"ENSG00000013583","protein_coding","HEBP1","1","HGNC:17176","OTTHUMG00000168771.4"
"ENSG00000013588","HAVANA","gene",NA,NA,"ENSG00000013588","protein_coding","GPRC5A","2","HGNC:9836","OTTHUMG00000168710.4"
"ENSG00000013619","HAVANA","gene",NA,NA,"ENSG00000013619","protein_coding","MAMLD1","2","HGNC:2568","OTTHUMG00000024157.6"
"ENSG00000013725","HAVANA","gene",NA,NA,"ENSG00000013725","protein_coding","CD6","2","HGNC:1691","OTTHUMG00000167823.2"
"ENSG00000013810","HAVANA","gene",NA,NA,"ENSG00000013810","protein_coding","TACC3","1","HGNC:11524","OTTHUMG00000089535.25"
"ENSG00000014123","HAVANA","gene",NA,NA,"ENSG00000014123","protein_coding","UFL1","2","HGNC:23039","OTTHUMG00000015238.2"
"ENSG00000014138","HAVANA","gene",NA,NA,"ENSG00000014138","protein_coding","POLA2","1","HGNC:30073","OTTHUMG00000193339.2"
"ENSG00000014164","HAVANA","gene",NA,NA,"ENSG00000014164","protein_coding","ZC3H3","1","HGNC:28972","OTTHUMG00000165127.3"
"ENSG00000014216","HAVANA","gene",NA,NA,"ENSG00000014216","protein_coding","CAPN1","2","HGNC:1476","OTTHUMG00000165614.2"
"ENSG00000014257","HAVANA","gene",NA,NA,"ENSG00000014257","protein_coding","ACP3","1","HGNC:125","OTTHUMG00000159650.6"
"ENSG00000014641","HAVANA","gene",NA,NA,"ENSG00000014641","protein_coding","MDH1","1","HGNC:6970","OTTHUMG00000129512.14"
"ENSG00000014824","HAVANA","gene",NA,NA,"ENSG00000014824","protein_coding","SLC30A9","2","HGNC:1329","OTTHUMG00000099387.5"
"ENSG00000014914","HAVANA","gene",NA,NA,"ENSG00000014914","protein_coding","MTMR11","2","HGNC:24307","OTTHUMG00000012207.8"
"ENSG00000014919","HAVANA","gene",NA,NA,"ENSG00000014919","protein_coding","COX15","2","HGNC:2263","OTTHUMG00000018893.3"
"ENSG00000015133","HAVANA","gene",NA,NA,"ENSG00000015133","protein_coding","CCDC88C","1","HGNC:19967","OTTHUMG00000171099.2"
"ENSG00000015153","HAVANA","gene",NA,NA,"ENSG00000015153","protein_coding","YAF2","2","HGNC:17363","OTTHUMG00000169380.4"
"ENSG00000015171","HAVANA","gene",NA,NA,"ENSG00000015171","protein_coding","ZMYND11","2","HGNC:16966","OTTHUMG00000017526.8"
"ENSG00000015285","HAVANA","gene",NA,NA,"ENSG00000015285","protein_coding","WAS","2","HGNC:12731","OTTHUMG00000034483.3"
"ENSG00000015413","HAVANA","gene",NA,NA,"ENSG00000015413","protein_coding","DPEP1","2","HGNC:3002","OTTHUMG00000138052.4"
"ENSG00000015475","HAVANA","gene",NA,NA,"ENSG00000015475","protein_coding","BID","2","HGNC:1050","OTTHUMG00000150087.5"
"ENSG00000015479","HAVANA","gene",NA,NA,"ENSG00000015479","protein_coding","MATR3","1","HGNC:6912","OTTHUMG00000129229.7"
"ENSG00000015520","HAVANA","gene",NA,NA,"ENSG00000015520","protein_coding","NPC1L1","1","HGNC:7898","OTTHUMG00000023691.3"
"ENSG00000015532","HAVANA","gene",NA,NA,"ENSG00000015532","protein_coding","XYLT2","2","HGNC:15517","OTTHUMG00000162057.5"
"ENSG00000015568","HAVANA","gene",NA,NA,"ENSG00000015568","protein_coding","RGPD5","2","HGNC:32418","OTTHUMG00000130985.18"
"ENSG00000015592","HAVANA","gene",NA,NA,"ENSG00000015592","protein_coding","STMN4","2","HGNC:16078","OTTHUMG00000099461.3"
"ENSG00000015676","HAVANA","gene",NA,NA,"ENSG00000015676","protein_coding","NUDCD3","1","HGNC:22208","OTTHUMG00000129174.5"
"ENSG00000016082","HAVANA","gene",NA,NA,"ENSG00000016082","protein_coding","ISL1","2","HGNC:6132","OTTHUMG00000162281.11"
"ENSG00000016391","HAVANA","gene",NA,NA,"ENSG00000016391","protein_coding","CHDH","2","HGNC:24288","OTTHUMG00000158281.5"
"ENSG00000016402","HAVANA","gene",NA,NA,"ENSG00000016402","protein_coding","IL20RA","2","HGNC:6003","OTTHUMG00000015654.2"
"ENSG00000016864","HAVANA","gene",NA,NA,"ENSG00000016864","protein_coding","GLT8D1","2","HGNC:24870","OTTHUMG00000158759.8"
"ENSG00000017260","HAVANA","gene",NA,NA,"ENSG00000017260","protein_coding","ATP2C1","2","HGNC:13211","OTTHUMG00000136802.8"
"ENSG00000017427","HAVANA","gene",NA,NA,"ENSG00000017427","protein_coding","IGF1","1","HGNC:5464","OTTHUMG00000149910.3"
